Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,TotalSF,HouseAge,RemodAge,IsRemodeled,Qual_x_Area,Qual_x_TotalSF,HasFireplace,LotRatio,SalePrice
1275,5,1250,2,661,2,1910,2003,1,5362,Crawfor,TA,TA,Y,1911,100,7,1,6250,9555,1,0.233122,139000
1276,5,1920,2,928,2,1948,1950,0,11345,NAmes,TA,TA,Y,2848,62,60,1,9600,14240,0,0.169238,137000
1277,6,1395,2,723,1,1972,1972,1,12936,NWAmes,TA,TA,Y,2118,38,38,0,8370,12708,1,0.107839,162000
1278,6,1724,2,1680,1,1967,1976,1,17871,NWAmes,TA,TA,Y,3404,43,34,1,10344,20424,1,0.096469,197900
1279,8,2031,2,1128,2,2002,2002,1,9473,CollgCr,Gd,Gd,Y,3159,8,8,0,16248,25272,1,0.214399,237000
1280,4,1128,2,698,1,1920,1950,0,7500,IDOTRR,TA,TA,Y,1826,90,60,1,4512,7304,0,0.1504,68400
1281,7,1573,2,1573,2,2002,2002,0,9808,CollgCr,Gd,Gd,Y,3146,8,8,0,11011,22022,0,0.160379,227000
1282,7,1339,2,1309,2,1990,1990,1,8049,Timber,TA,TA,Y,2648,20,20,0,9373,18536,1,0.166356,180000
1283,5,1040,2,1040,2,1977,2008,0,8800,CollgCr,TA,Gd,Y,2080,33,2,1,5200,10400,0,0.118182,150500
1284,6,1824,0,912,2,1971,1971,0,9400,Mitchel,TA,TA,Y,2736,39,39,0,10944,16416,0,0.194043,139000
1285,6,2447,1,804,2,1919,1990,1,9638,SWISU,TA,Gd,Y,3251,91,20,1,14682,19506,1,0.253891,169000
1286,6,1412,1,780,1,1939,1950,1,6000,BrkSide,TA,TA,Y,2192,71,60,1,8472,13152,1,0.235333,132500
1287,6,1328,2,1328,1,1963,1963,2,9790,NWAmes,TA,TA,Y,2656,47,47,0,7968,15936,1,0.135649,143000
1288,5,1582,2,1624,2,1964,1964,0,36500,ClearCr,TA,TA,Y,3206,46,46,0,7910,16030,0,0.043342,190000
1289,8,1659,2,1501,2,2000,2000,1,5664,StoneBr,Gd,Ex,Y,3160,10,10,0,13272,25280,1,0.292903,278000
1290,8,1970,3,1085,2,2006,2006,1,11065,NridgHt,Gd,Ex,Y,3055,4,4,0,15760,24440,1,0.178039,281000
1291,5,1152,2,1152,1,1964,1964,1,14112,NAmes,TA,TA,Y,2304,46,46,0,5760,11520,1,0.081633,180500
1292,5,1302,1,630,2,1972,1972,0,1680,BrDale,TA,TA,Y,1932,38,38,0,6510,9660,0,0.775,119500
1293,5,2372,1,994,2,1892,1965,0,6600,OldTown,TA,TA,N,3366,118,45,1,11860,16830,0,0.359394,107500
1294,7,1664,2,832,2,1976,1976,1,10140,NWAmes,TA,TA,Y,2496,34,34,0,11648,17472,1,0.164103,162900
1295,5,864,2,864,1,1955,1990,0,8172,Edwards,TA,TA,Y,1728,55,20,1,4320,8640,0,0.105727,115000
1296,5,1052,1,1052,1,1968,1968,0,8400,NAmes,TA,TA,Y,2104,42,42,0,5260,10520,0,0.125238,138500
1297,5,1128,2,1120,2,1963,1963,0,8700,NAmes,TA,TA,Y,2248,47,47,0,5640,11240,0,0.129655,155000
1298,6,1072,2,547,2,2005,2006,0,3675,Edwards,TA,TA,Y,1619,5,4,1,6432,9714,0,0.291701,140000
1300,5,1246,1,1246,1,1959,1994,0,7500,NAmes,TA,Gd,Y,2492,51,16,1,6230,12460,0,0.166133,154000
1301,7,1983,2,978,2,1999,1999,1,10762,Gilbert,Gd,Gd,Y,2961,11,11,0,13881,20727,1,0.184259,225000
1302,6,1494,1,771,1,1942,1950,2,7500,Crawfor,TA,Gd,Y,2265,68,60,1,8964,13590,1,0.1992,177500
1303,8,2526,3,1165,2,1994,1994,1,10120,NoRidge,Gd,Gd,Y,3691,16,16,0,20208,29528,1,0.249605,290000
1304,7,1616,3,1616,2,2005,2005,0,8688,Somerst,Gd,Gd,Y,3232,5,5,0,11312,22624,0,0.186004,232000
1305,7,1708,2,976,2,2004,2004,0,3363,Edwards,Gd,Gd,Y,2684,6,6,0,11956,18788,0,0.50788,130000
1306,9,1652,2,1652,2,2006,2007,2,13173,NridgHt,Gd,Ex,Y,3304,4,3,1,14868,29736,1,0.125408,325000
1307,7,1368,2,1368,2,2005,2006,1,6955,NridgHt,Gd,Gd,Y,2736,5,4,1,9576,19152,1,0.196693,202500
1308,5,990,2,990,1,1994,1995,0,8072,CollgCr,TA,TA,Y,1980,16,15,1,4950,9900,0,0.122646,138000
1309,5,1122,2,924,1,1948,2005,0,12000,OldTown,TA,Gd,Y,2046,62,5,1,5610,10230,0,0.0935,147000
1310,6,1294,2,1278,2,1991,1991,0,7153,SawyerW,TA,Gd,Y,2572,19,19,0,7764,15432,0,0.180903,179200
1311,7,1902,2,1902,2,1959,2002,2,17500,Crawfor,Gd,Ex,Y,3804,51,8,1,13314,26628,1,0.108686,335000
1312,7,1274,2,1274,2,2005,2007,0,8814,CollgCr,Gd,Gd,Y,2548,5,3,1,8918,17836,0,0.144543,203000
1313,8,2810,2,1453,2,1990,1990,1,9572,NoRidge,Gd,Gd,Y,4263,20,20,0,22480,34104,1,0.293565,302000
1314,9,2599,3,1393,2,1999,1999,1,14774,NoRidge,Gd,Gd,Y,3992,11,11,0,23391,35928,1,0.175917,333168
1315,4,948,1,948,1,1954,1954,1,8190,Edwards,TA,TA,Y,1896,56,56,0,3792,7584,1,0.115751,119000
1316,6,2112,2,952,2,1969,1969,2,11075,NAmes,TA,TA,Y,3064,41,41,0,12672,18384,1,0.1907,206900
1317,8,1630,3,1622,2,2008,2008,1,10226,CollgCr,Gd,Ex,Y,3252,2,2,0,13040,26016,1,0.159398,295493
1318,7,1352,2,1352,2,2006,2007,1,4230,Somerst,Gd,Gd,Y,2704,4,3,1,9464,18928,1,0.319622,208900
1319,8,1787,3,1753,2,2001,2002,1,14781,CollgCr,Gd,Gd,Y,3540,9,8,1,14296,28320,1,0.120898,275000
1320,4,948,1,864,1,1954,1954,0,10215,Edwards,TA,TA,Y,1812,56,56,0,3792,7248,0,0.092805,111000
1321,6,1478,2,1478,1,1957,1957,2,8400,NAmes,TA,TA,Y,2956,53,53,0,8868,17736,1,0.175952,156500
1322,3,720,1,0,1,1949,1950,0,6627,BrkSide,TA,TA,N,720,61,60,1,2160,2160,0,0.108646,72500
1323,7,1923,2,750,2,1992,1992,1,10186,NoRidge,Gd,Gd,Y,2673,18,18,0,13461,18711,1,0.188789,190000
1324,4,708,0,420,1,1940,1950,0,5330,BrkSide,Fa,Fa,Y,1128,70,60,1,2832,4512,0,0.132833,82500
1325,8,1795,3,1795,2,2006,2007,1,9986,Somerst,Gd,Gd,Y,3590,4,3,1,14360,28720,1,0.179752,147000
1326,4,796,0,796,1,1922,1950,0,3636,IDOTRR,TA,TA,N,1592,88,60,1,3184,6368,0,0.218922,55000
1327,3,774,0,544,1,1931,2006,0,4270,Edwards,TA,Gd,Y,1318,79,4,1,2322,3954,0,0.181265,79000
1328,5,816,1,816,1,1982,2008,1,6600,Mitchel,Gd,Gd,Y,1632,28,2,1,4080,8160,1,0.123636,130500
1329,6,2792,2,1510,2,1920,1950,2,10440,OldTown,Gd,TA,Y,4302,90,60,1,16752,25812,1,0.267433,256000
1330,7,1632,2,935,2,1998,1998,1,9084,Gilbert,TA,TA,Y,2567,12,12,0,11424,17969,1,0.179657,176500
1331,8,1588,3,1588,2,2006,2006,1,10000,Somerst,Gd,Gd,Y,3176,4,4,0,12704,25408,1,0.1588,227000
1332,5,954,2,911,1,1976,1976,0,10780,CollgCr,TA,TA,Y,1865,34,34,0,4770,9325,0,0.088497,132500
1333,4,816,1,816,1,1938,1958,1,8877,Edwards,TA,TA,Y,1632,72,52,1,3264,6528,1,0.091923,100000
1334,5,1360,1,803,1,1938,1995,0,7200,IDOTRR,TA,Gd,Y,2163,72,15,1,6800,10815,0,0.188889,125500
1335,5,1365,2,765,1,1970,1970,0,2368,BrDale,TA,TA,Y,2130,40,40,0,6825,10650,0,0.576436,125000
1336,6,1334,2,1350,2,1977,1977,1,9650,NWAmes,TA,TA,Y,2684,33,33,0,8004,16104,1,0.138238,167900
1337,5,1656,2,1656,2,1973,1973,0,9246,NWAmes,TA,TA,Y,3312,37,37,0,8280,16560,0,0.179104,135000
1338,4,693,0,693,1,1941,1950,0,4118,OldTown,TA,Fa,N,1386,69,60,1,2772,5544,0,0.168286,52500
1339,7,1861,2,916,2,2002,2002,0,13450,CollgCr,Gd,Gd,Y,2777,8,8,0,13027,19439,0,0.138364,200000
1340,5,864,1,864,1,1972,1972,0,9560,CollgCr,TA,TA,Y,1728,38,38,0,4320,8640,0,0.090377,128500
1341,4,872,4,858,1,1971,1971,0,8294,NAmes,TA,TA,Y,1730,39,39,0,3488,6920,0,0.105136,123000
1342,6,1114,2,1114,1,2003,2004,0,13695,SawyerW,TA,Gd,Y,2228,7,6,1,6684,13368,0,0.081344,155000
1343,8,2169,2,1284,2,2002,2002,1,9375,CollgCr,Gd,Gd,Y,3453,8,8,0,17352,27624,1,0.23136,228500
1344,6,1913,2,896,1,1928,1950,1,7558,Crawfor,TA,TA,Y,2809,82,60,1,11478,16854,1,0.253109,177000
1345,7,1456,2,728,2,2006,2006,1,11103,CollgCr,Gd,Gd,Y,2184,4,4,0,10192,15288,1,0.131136,155835
1346,4,960,1,960,1,1920,1950,0,6000,OldTown,TA,Fa,Y,1920,90,60,1,3840,7680,0,0.16,108500
1347,7,2156,2,1568,2,1968,2003,1,20781,NWAmes,TA,TA,Y,3724,42,7,1,15092,26068,1,0.103749,262500
1348,8,1776,3,1732,2,2006,2007,1,15306,Timber,Gd,Gd,Y,3508,4,3,1,14208,28064,1,0.116033,283463
1349,7,1494,2,1482,2,1998,1998,1,16196,SawyerW,Gd,Gd,Y,2976,12,12,0,10458,20832,1,0.092245,215000
1350,8,2358,0,684,2,1872,1987,0,5250,OldTown,TA,TA,N,3042,138,23,1,18864,24336,0,0.449143,122000
1351,5,2634,4,1248,2,1969,1969,0,11643,NAmes,TA,TA,Y,3882,41,41,0,13170,19410,0,0.22623,200000
1352,6,1716,2,858,1,1962,1962,1,9247,NAmes,TA,TA,Y,2574,48,48,0,10296,15444,1,0.185574,171000
1353,6,1176,2,698,1,1937,2000,0,6000,BrkSide,Gd,TA,Y,1874,73,10,1,7056,11244,0,0.196,134900
1354,8,3238,3,2033,2,1995,1996,1,14720,NoRidge,Gd,Gd,Y,5271,15,14,1,25904,42168,1,0.219973,410000
1355,7,1865,3,992,2,2000,2000,1,10316,CollgCr,Gd,Gd,Y,2857,10,10,0,13055,19999,1,0.180787,235000
1356,7,1920,2,570,3,1968,1992,1,10192,NWAmes,TA,Gd,Y,2490,42,18,1,13440,17430,1,0.188383,170000
1357,5,892,1,864,1,1966,1966,0,9477,NAmes,TA,TA,Y,1756,44,44,0,4460,8780,0,0.094123,110000
1358,5,1078,2,1078,1,1971,2008,1,12537,NAmes,TA,TA,Y,2156,39,2,1,5390,10780,1,0.085985,149900
1359,6,1573,2,756,2,2000,2000,0,2117,Somerst,Gd,Gd,Y,2329,10,10,0,9438,13974,0,0.743033,177500
1360,9,1980,3,1980,2,2004,2005,1,16737,NridgHt,Gd,Ex,Y,3960,6,5,1,17820,35640,1,0.118301,315000
1361,5,2601,2,612,3,1921,1998,0,9842,SWISU,TA,TA,Y,3213,89,12,1,13005,16065,0,0.264276,189000
1362,7,1530,2,1530,2,2005,2005,1,16158,StoneBr,Gd,Gd,Y,3060,5,5,0,10710,21420,1,0.09469,260000
1363,4,1738,1,715,2,1920,2007,1,12513,NAmes,TA,TA,Y,2453,90,3,1,6952,9812,1,0.138896,104900
1364,6,1412,2,616,2,2006,2007,1,8499,Gilbert,TA,Gd,Y,2028,4,3,1,8472,12168,1,0.166137,156932
1365,7,1200,2,600,2,2005,2005,0,3180,Somerst,Gd,Gd,Y,1800,5,5,0,8400,12600,0,0.377358,144152
1366,7,1674,2,814,2,2000,2000,0,7500,Somerst,Gd,Gd,Y,2488,10,10,0,11718,17416,0,0.2232,216000
1367,7,1790,2,873,2,1999,1999,0,9179,CollgCr,Gd,Gd,Y,2663,11,11,0,12530,18641,0,0.19501,193000
1368,5,1475,1,757,2,1977,1977,1,2665,MeadowV,TA,TA,Y,2232,33,33,0,7375,11160,1,0.553471,127000
1369,6,848,2,848,1,2003,2004,0,4435,CollgCr,Gd,Gd,Y,1696,7,6,1,5088,10176,0,0.191206,144000
1370,8,1668,2,1657,2,2003,2003,1,10635,CollgCr,Gd,Gd,Y,3325,7,7,0,13344,26600,1,0.156841,232000
1371,4,1374,1,840,1,1920,1950,0,5400,OldTown,Fa,TA,Y,2214,90,60,1,5496,8856,0,0.254444,105000
1372,6,1661,1,992,1,1955,1996,1,9600,NAmes,TA,Gd,Y,2653,55,14,1,9966,15918,1,0.173021,165500
1373,7,2097,2,1108,2,1998,1998,1,9750,CollgCr,TA,Gd,Y,3205,12,12,0,14679,22435,1,0.215077,274300
1374,10,2633,3,2633,2,2001,2002,2,11400,NoRidge,Ex,Ex,Y,5266,9,8,1,26330,52660,1,0.230965,466500
1375,7,1958,3,1026,2,2005,2005,1,10625,Somerst,Gd,Gd,Y,2984,5,5,0,13706,20888,1,0.184282,250000
1376,8,1571,3,1571,2,2007,2007,1,10991,Timber,Gd,Gd,Y,3142,3,3,0,12568,25136,1,0.142935,239000
1377,6,790,1,768,1,1930,1950,0,6292,SWISU,TA,TA,N,1558,80,60,1,4740,9348,0,0.125556,91000
1378,5,1604,2,984,2,1941,1960,0,10998,Edwards,TA,TA,Y,2588,69,50,1,8020,12940,0,0.145845,117000
1379,6,987,1,483,1,1973,1973,0,1953,BrDale,TA,TA,Y,1470,37,37,0,5922,8820,0,0.505376,83000
1380,5,1394,2,384,2,2006,2007,0,9735,Timber,TA,Gd,Y,1778,4,3,1,6970,8890,0,0.143195,167500
1381,3,864,1,864,1,1914,1950,0,8212,Edwards,TA,TA,N,1728,96,60,1,2592,5184,0,0.105212,58500
1382,6,2117,2,1205,2,1970,1970,2,12925,NAmes,TA,TA,Y,3322,40,40,0,12702,19932,1,0.163791,237500
1383,7,1762,2,596,1,1920,1950,0,7200,OldTown,TA,Gd,Y,2358,90,60,1,12334,16506,0,0.244722,157000
1384,5,1416,2,816,2,1918,2007,0,25339,Sawyer,TA,Gd,Y,2232,92,3,1,7080,11160,0,0.055882,112000
1385,6,1258,1,560,1,1939,1950,0,9060,Edwards,TA,TA,Y,1818,71,60,1,7548,10908,0,0.138852,105000
1386,4,1154,1,796,1,1922,2007,0,5436,IDOTRR,TA,Gd,Y,1950,88,3,1,4616,7800,0,0.212288,125500
1387,7,2784,2,1392,3,1978,1978,2,16692,NWAmes,TA,Gd,Y,4176,32,32,0,19488,29232,1,0.166786,250000
1388,6,2526,1,714,2,1916,1950,1,8520,OldTown,TA,Gd,N,3240,94,60,1,15156,19440,1,0.296479,136000
1389,9,1746,3,1746,2,2006,2007,2,14892,Gilbert,Ex,Ex,Y,3492,4,3,1,15714,31428,1,0.117244,377500
1390,6,1218,2,735,1,1941,1950,1,6000,BrkSide,TA,TA,Y,1953,69,60,1,7308,11718,1,0.203,131000
1391,7,1525,2,1525,2,2000,2000,0,9100,CollgCr,Gd,Gd,Y,3050,10,10,0,10675,21350,0,0.167582,235000
1392,5,1584,3,1584,2,1967,1967,0,8944,NAmes,TA,TA,Y,3168,43,43,0,7920,15840,0,0.177102,124000
1393,5,900,1,864,1,1967,1967,1,7838,NAmes,TA,TA,Y,1764,43,43,0,4500,8820,1,0.114825,123000
1394,6,1912,2,482,2,1905,2000,1,10800,OldTown,TA,TA,N,2394,105,10,1,11472,14364,1,0.177037,163000
1395,7,1500,3,1356,2,2006,2006,1,4045,Blmngtn,Gd,Gd,Y,2856,4,4,0,10500,19992,1,0.370828,246578
1396,8,2482,3,1094,2,2005,2006,1,12665,Timber,Gd,Gd,Y,3576,5,4,1,19856,28608,1,0.195973,281213
1397,5,1687,2,747,1,1948,1950,2,57200,Timber,TA,TA,Y,2434,62,60,1,8435,12170,1,0.029493,160000
1398,5,1513,1,939,1,1920,2004,0,6120,BrkSide,TA,TA,Y,2452,90,6,1,7565,12260,0,0.247222,137500
1399,5,1904,1,1208,1,1950,1982,0,7200,NAmes,TA,TA,Y,3112,60,28,1,9520,15560,0,0.264444,138000
1400,6,1608,1,976,2,1925,1990,1,6171,SWISU,TA,Gd,Y,2584,85,20,1,9648,15504,1,0.260574,137450
1401,6,1158,1,862,1,1929,1950,1,6000,BrkSide,TA,TA,Y,2020,81,60,1,6948,12120,1,0.193,120000
1402,6,1593,2,839,2,2004,2004,1,7415,Gilbert,TA,TA,Y,2432,6,6,0,9558,14592,1,0.214835,193000
1403,7,1294,2,1286,2,2006,2006,1,6762,CollgCr,Gd,Gd,Y,2580,4,4,0,9058,18060,1,0.191364,193879
1404,8,1464,3,1485,2,2007,2007,0,15256,Somerst,Gd,Gd,Y,2949,3,3,0,11712,23592,0,0.095962,282922
1405,3,1214,3,672,1,1915,1950,0,10410,OldTown,TA,TA,Y,1886,95,60,1,3642,5658,0,0.116619,105000
1406,8,1646,2,1594,2,2004,2005,1,3842,Crawfor,Gd,Gd,Y,3240,6,5,1,13168,25920,1,0.428423,275000
1407,5,768,2,768,1,1972,2007,0,8445,CollgCr,TA,TA,Y,1536,38,3,1,3840,7680,0,0.090941,133000
1408,5,833,0,833,1,1985,1985,0,8780,Mitchel,TA,TA,Y,1666,25,25,0,4165,8330,0,0.094875,112000
1409,4,1363,2,622,1,1910,1950,0,7740,OldTown,TA,TA,Y,1985,100,60,1,5452,7940,0,0.176098,125500
1410,7,2093,2,791,2,1986,1991,1,20544,NWAmes,TA,TA,Y,2884,24,19,1,14651,20188,1,0.101879,215000
1411,7,1840,2,944,2,2001,2001,0,12420,CollgCr,Gd,Gd,Y,2784,9,9,0,12880,19488,0,0.148148,230000
1412,6,1668,1,856,1,1950,2005,0,9600,NAmes,TA,TA,Y,2524,60,5,1,10008,15144,0,0.17375,140000
1413,4,1040,2,0,2,1949,1950,0,7200,NAmes,TA,TA,N,1040,61,60,1,4160,4160,0,0.144444,90000
1414,8,1844,2,1844,2,2005,2006,1,10994,SawyerW,Gd,Gd,Y,3688,5,4,1,14752,29504,1,0.167728,257000
1415,6,1848,2,833,1,1923,2000,1,13053,BrkSide,TA,Gd,Y,2681,87,10,1,11088,16086,1,0.141577,207000
1416,7,1569,3,1386,2,2007,2007,1,3635,Blmngtn,Gd,Gd,Y,2955,3,3,0,10983,20685,1,0.431637,175900
1417,4,2290,2,777,2,1885,1950,0,11340,OldTown,TA,TA,Y,3067,125,60,1,9160,12268,0,0.20194,122500
1418,8,2450,3,1284,2,1998,1998,1,16545,NoRidge,Gd,Gd,Y,3734,12,12,0,19600,29872,1,0.148081,340000
1419,5,1144,1,1144,1,1963,1963,0,9204,NAmes,TA,TA,Y,2288,47,47,0,5720,11440,0,0.124294,124000
1420,6,1844,2,1844,2,1969,1969,1,16381,Crawfor,Gd,Gd,Y,3688,41,41,0,11064,22128,1,0.112569,223000
1421,6,1416,2,708,2,1968,1968,1,11700,NWAmes,TA,TA,Y,2124,42,42,0,8496,12744,1,0.121026,179900
1422,6,1069,2,1069,2,1977,1977,1,4043,NPkVill,TA,TA,Y,2138,33,33,0,6414,12828,1,0.264408,127500
1423,6,848,2,848,1,2003,2003,0,4435,CollgCr,Gd,Gd,Y,1696,7,7,0,5088,10176,0,0.191206,136500
1424,6,2201,2,697,2,1966,1966,1,19690,Edwards,Gd,Gd,Y,2898,44,44,0,13206,17388,1,0.111783,274970
1425,5,1344,1,1024,1,1958,1983,1,9503,NAmes,TA,TA,Y,2368,52,27,1,6720,11840,1,0.141429,144000
1426,6,1252,2,1252,1,1959,1959,0,10721,NAmes,Gd,Gd,Y,2504,51,51,0,7512,15024,0,0.11678,142000
1427,7,2127,2,1223,2,1994,1994,2,10944,NoRidge,Gd,Gd,Y,3350,16,16,0,14889,23450,1,0.194353,271000
1428,5,1558,1,913,1,1945,1950,1,10930,NAmes,TA,TA,Y,2471,65,60,1,7790,12355,1,0.142543,140000
1429,5,804,1,788,1,1940,1992,2,7200,OldTown,TA,Gd,Y,1592,70,18,1,4020,7960,1,0.111667,119000
1430,6,1440,2,1440,2,1981,1981,1,12546,NWAmes,Gd,Gd,Y,2880,29,29,0,8640,17280,1,0.114778,182900
1431,5,1838,2,732,2,2005,2005,1,21930,Gilbert,Gd,TA,Y,2570,5,5,0,9190,12850,1,0.083812,192140
1432,6,958,2,958,2,1976,1976,0,4928,NPkVill,TA,TA,Y,1916,34,34,0,5748,11496,0,0.194399,143750
1433,4,968,1,656,2,1927,2007,0,10800,OldTown,TA,TA,Y,1624,83,3,1,3872,6496,0,0.08963,64500
1434,6,1792,2,936,2,2000,2000,1,10261,Gilbert,TA,TA,Y,2728,10,10,0,10752,16368,1,0.174642,186500
1435,5,1126,2,1126,2,1977,1977,1,17400,Mitchel,TA,TA,Y,2252,33,33,0,5630,11260,1,0.064713,160000
1436,6,1537,2,1319,1,1962,2005,1,8400,NAmes,Gd,Gd,Y,2856,48,5,1,9222,17136,1,0.182976,174000
1437,4,864,2,864,1,1971,1971,0,9000,NAmes,TA,TA,Y,1728,39,39,0,3456,6912,0,0.096,120500
1438,8,1932,3,1932,2,2008,2008,1,12444,NridgHt,Ex,Ex,Y,3864,2,2,0,15456,30912,1,0.155256,394617
1439,6,1236,2,912,1,1957,1996,0,7407,OldTown,TA,TA,Y,2148,53,14,1,7416,12888,0,0.166869,149700
1440,7,1725,2,539,2,1979,1979,1,11584,NWAmes,TA,TA,Y,2264,31,31,0,12075,15848,1,0.148912,197000
1441,6,2555,2,588,2,1922,1994,1,11526,Crawfor,TA,TA,Y,3143,88,16,1,15330,18858,1,0.221673,191000
1442,6,848,2,848,1,2004,2004,1,4426,CollgCr,Gd,Gd,Y,1696,6,6,0,5088,10176,1,0.191595,149300
1443,10,2007,3,1017,2,2008,2008,1,11003,Somerst,Ex,Ex,Y,3024,2,2,0,20070,30240,1,0.182405,310000
1444,6,952,1,952,1,1916,1950,1,8854,BrkSide,TA,Fa,N,1904,94,60,1,5712,11424,1,0.107522,121000
1445,7,1422,2,1422,2,2004,2004,0,8500,CollgCr,Gd,Gd,Y,2844,6,6,0,9954,19908,0,0.167294,179600
1446,6,913,1,814,1,1966,1966,0,8400,Sawyer,TA,TA,Y,1727,44,44,0,5478,10362,0,0.10869,129000
1447,5,1188,1,1188,1,1962,1962,0,26142,Mitchel,TA,TA,Y,2376,48,48,0,5940,11880,0,0.045444,157900
1448,8,2090,2,1220,2,1995,1996,1,10000,CollgCr,Gd,Gd,Y,3310,15,14,1,16720,26480,1,0.209,240000
1449,4,1346,1,560,1,1910,2000,0,11767,Edwards,TA,TA,N,1906,100,10,1,5384,7624,0,0.114388,112000
1450,5,630,0,630,1,1970,1970,0,1533,MeadowV,TA,Ex,Y,1260,40,40,0,3150,6300,0,0.410959,92000
1451,5,1792,0,896,2,1974,1974,0,9000,NAmes,TA,TA,Y,2688,36,36,0,8960,13440,0,0.199111,136000
1452,8,1578,3,1573,2,2008,2009,1,9262,Somerst,Gd,Ex,Y,3151,2,1,1,12624,25208,1,0.170374,287090
1453,5,1072,2,547,1,2005,2005,0,3675,Edwards,TA,TA,Y,1619,5,5,0,5360,8095,0,0.291701,145000
1454,5,1140,0,1140,1,2006,2006,0,17217,Mitchel,TA,TA,Y,2280,4,4,0,5700,11400,0,0.066214,84500
1455,7,1221,2,1221,2,2004,2005,0,7500,Somerst,Gd,Gd,Y,2442,6,5,1,8547,17094,0,0.1628,185000
1456,6,1647,2,953,2,1999,2000,1,7917,Gilbert,TA,TA,Y,2600,11,10,1,9882,15600,1,0.208033,175000
1457,6,2073,2,1542,2,1978,1988,2,13175,NWAmes,TA,TA,Y,3615,32,22,1,12438,21690,1,0.157343,210000
1458,7,2340,1,1152,2,1941,2006,2,9042,Crawfor,Ex,Gd,Y,3492,69,4,1,16380,24444,1,0.258792,266500
1459,5,1078,1,1078,1,1950,1996,0,9717,NAmes,TA,Gd,Y,2156,60,14,1,5390,10780,0,0.11094,142125
1460,5,1256,1,1256,1,1965,1965,0,9937,Edwards,Gd,TA,Y,2512,45,45,0,6280,12560,0,0.126396,147500
